時間戳記,原始話術／內部對話,原始內心話語,潤飾後話術,潤飾後內心話語,無奈感 (1–10),被欺壓感 (1–10),羞辱感 (1–10),性別歧視感 (1–10),侮辱性 (1–10),恐懼焦慮 (1–10),壓迫性敘述 (1–10),情緒爆點值 (1–10),委屈沉默 (1–10),語氣強度 (1–10),NLP 總分 (1–100),濃縮金句,適合報導的爆點標題
2025-05-16T02:42:02,"某大金控南部大點負責人，會在會議中對全體同仁用充滿壓力的言語負面輸出，如：做那麼爛、不要當拖油瓶、扯團隊後腿、心裡要有數等等，造成每每會後同事間氣氛沉重壓抑。並且也會在訊息中使用：高層震怒，等用詞來施壓。","負責人往往用懲罰恐嚇鞭策同仁前進，而非正向的力量，與公司理念背道而馳，此為上行下效，公司理念用語形同虛設","南部某大金控負責人遭控：會議中公開用負面言語羞辱員工：「做得這麼爛！不要當拖油瓶、扯團隊後腿！你們自己心裡要有數！」會後再用訊息施壓：「高層震怒！」","這位負責人慣用懲罰和恐嚇來鞭策部屬，完全不是正向領導，與公司宣稱的理念背道而馳！上樑不正下樑歪，所謂的企業文化根本只是口號，形同虛設！",7,8,9,1,8,8,9,8,8,8,78,"南部某金控負責人公開痛罵「做爛、拖油瓶」，私下傳訊「高層震怒」施壓。","「你們做得爛、是拖油瓶！」高層震怒成口頭禪，負能量爆棚！"
2025-05-16T02:59:52,"OO證券OO分公司在114年O月O日下午3點全體營業員會議中，單位主管OOO協理說邀請‘’神秘嘉賓‘’蒞臨做經驗分享，該名神秘嘉賓是營業員，為OO分公司OOO先生，他說他們分公司很多營業員都貸款買責任額商品，建議我們也可以這麼做，還可以介紹認識的貸款專員給我們。

在OO證券OO分公司會議室內正式營業員會議中提出這樣的經驗分享，請問是否恰當？

會後私下確實有營業員同事表達想去辦理財型房貸或信貸買責任額商品

證券業這樣的職場文化令我心寒","對於定時定量要求達標的責任額 有檢討制度的必要","OO證券OO分公司主管OOO協理，竟在全員會議上邀請「神秘嘉賓」（另一分公司營業員OOO）現身說法，鼓吹：「我們分公司很多同事都貸款買責任額商品，建議你們也可以這樣做，我還可以介紹貸款專員給你們！」","在正式的營業員會議中，公然教唆員工貸款購買責任額商品，這恰當嗎？會後真的有同事被煽動想去辦理信貸！這種扭曲的職場文化，實在令人心寒！定時定量的責任額制度，必須徹底檢討！",8,9,7,1,6,8,9,9,8,8,77,"OO證券主管邀「神秘嘉賓」公開鼓吹員工貸款買責任額，並提供管道。","離譜！券商主管竟邀「神秘嘉賓」鼓吹員工貸款買IPO！"
2025-05-16T03:21:10,"營業員小組會議約10人開會 組長說有人願意貸款完成公司商品責任額（壽險基金等等），對其他沒做到的人來說，你們是否感到‘’‘虧欠‘’’？你們沒有達標沒有‘團隊精神’！沒有‘責任感’！不負責！ ‘’責任額‘’就當做是在‘’菜市場上擺攤‘’，要付的‘’清潔費‘’，貸款買進商品再賣出付完就好，自己再從別的業務賺錢就好了啊！ 責任額只是地板，基本要求","責任額有檢討必要 制度生病了","組長在小組會議上公然情勒：「有人都願意貸款完成責任額了，你們這些沒做到的人，難道不覺得虧欠團隊嗎？這就是沒有團隊精神、沒有責任感、不負責任！」「責任額就把它當成在菜市場擺攤要付的清潔費，貸款買進商品再賣掉付完就好，自己再從別的業務賺錢！這只是基本要求，地板而已！」","這種責任額制度早就病入膏肓了！竟然還用這種扭曲的價值觀對我們情緒勒索，實在太誇張！",8,9,9,1,8,9,10,9,9,9,85,"組長情勒：「貸款達標是團隊精神，責任額是清潔費，貸款買再賣掉就好！」","荒唐組長：IPO責任額是「菜市場清潔費」，快去貸款買來付！"
2025-05-16T04:13:11,"某某證券某分公司月會 （前後全員参加） 臨時動議某營業員舉手發言： ‘我自己貸款買公司商品達到責任額，願意自己買單，公司是否應該給配我更多客戶，補貼我的付出，我挺公司，公司挺我’","證券業真的病了 月會太瘋狂......","某證券分公司月會上，竟有營業員臨時動議發言：「我自己貸款買了公司商品，達成了責任額，我願意自己買單！公司是否應該分配更多客戶給我，補貼我的付出？我挺公司，公司也要挺我啊！」","這證券業真的病得不輕！連月會都出現這種瘋狂言論，員工被洗腦到這種地步，太可怕了！",7,8,7,1,5,7,7,8,7,7,68,"員工貸款買IPO後，竟公開要求公司「分配更多客戶」作為回報。","瘋狂月會！員工貸款買IPO達標，竟公開討賞：公司要挺我！"
2025-05-16T08:52:49,"「妳裙子穿得比別人短，責任額跟其他男生一樣不覺得愧疚嗎」「你是女生要會利用自己優勢」「女生怎麼可能賣不出去是妳要不要而已你知道方法的」","去死吧","主管涉及性騷擾與性別歧視言論：「妳裙子穿得比別人短，責任額跟其他男生一樣，不覺得愧疚嗎？」「妳是女生，要懂得利用自己的優勢！」「女生怎麼可能賣不出去？是妳要不要而已，方法妳是知道的！」","去死吧！你這個無恥的爛人！講出這種話還算是人嗎！",7,9,10,10,10,9,9,10,9,10,93,"主管性騷擾：「裙子短不愧疚？女生要利用優勢，妳懂方法的」。","職場性騷擾！主管竟對女員工說：裙子穿短點，利用女性優勢啊！方法妳懂的！"
2025-05-16T08:55:16,"華X女主管","ipo檔檔要員工達成，好還要更好，務必達成是她的口頭禪，不是總數達標即可，都要100多%以上，踩著員工屍體往上爬，每年都期待升官發財的夢！","華X女主管遭指控：其口頭禪為「IPO檔檔要員工達成，好還要更好，務必達成！」目標非僅總數達標，而是要求100%以上。","這位女主管根本是踩著我們員工的屍體往上爬！每年都做著自己升官發財的大夢，我們的死活她何曾看在眼裡！",8,9,7,1,6,8,9,8,8,8,76,"華X女主管遭控：口頭禪「務必達成」，要求IPO超標，被指踩員工上位。","「IPO務必達成100%以上！」員工怒控華X女主管踩屍體往上爬！"
2025-05-16T09:30:46,"這個月到現在，市場上那麼火熱，你的數字落後，你到底卡在哪裡？為什麼沒有成交 客戶A你跟他目前聊了什麼？ 如：債券。營業員回答：客戶考量匯率跟價格，要再等等 主管回答：現在就是債券甜甜價，現在買不用考慮了。匯率：10年平均匯率30.7元，就算給你換到32元，債券的資本利得可以cover匯率損失啊。所以，客戶到底為什麼不跟「你」買 這個客戶有成交什麼？都沒有成交的話，連PI都沒辦法續約，那移轉客戶，讓別人去call 工作如果不要做，你可以直接說","公司制度已傾斜獨厚某部份人，單位主管又偏心，對業務同仁大小眼極度嚴重。 只要不是愛將，數字暫停時就問為何沒有數字？每天都不知道你們在做什麼","主管強勢逼單：「市場這麼火熱，你數字還落後，到底卡在哪？客戶為何不跟你買？債券現在就是甜甜價，不用考慮了！再沒成交，客戶就轉走！如果不想做，可以直接說！」","公司制度本就極度不公，資源只向特定人士傾斜，單位主管更是偏心到極點，對我們這些非親非故的業務員大小眼！只要不是他的愛將，業績數字一停滯，就立刻被追問為何沒有進展，他根本不知道我們每天在外面為公司拚搏什麼！",8,9,8,1,7,9,10,8,9,9,82,"主管強勢逼單：「客戶為何不跟你買？不想做就直說！」","「客戶為何不跟你買？不做就直說！」主管強勢逼單，偏袒愛將！"
2025-05-16T09:36:59,"1、落實call客，總公司追蹤每位同仁的進度（名單已寄至 信箱） 2、達500萬不追蹤 3、針對落後同仁，客戶名단移轉 4適當人力調整","討厭每天被威脅把你的客戶轉走，或是你不適合這份工作趕快考慮轉跑道 那他自己來call看看誰要買這些，ETF ","總公司下達鐵令：「全員落實call客，總公司將追蹤每位同仁進度！」「業績達500萬者，免追蹤！」「針對業績落後同仁，客戶名單將進行移轉！」「公司將進行適當人力調整！」","我厭惡透了每天被威脅說要把我的客戶轉走，或者暗示我不適合這份工作、叫我趕快滾蛋！有本事他自己來call客看看，誰會買這些爛ETF！",8,9,7,1,6,9,9,8,8,8,77,"總公司下令追蹤進度，落後者移轉客戶、調整人力。","「落後就搶客戶、調人力！」總公司鐵腕，員工怒：你自己來賣ETF！"
2025-05-16T09:39:10,"做不到就移轉客戶","帶人帶心","「做不到業績？那就移轉你的客戶！」主管簡潔有力地威脅。","拜託！帶人要帶心，不是只會用搶客戶來威脅！",7,8,5,1,4,7,8,6,7,6,60,"「做不到就移轉客戶。」主管簡短威脅。","「做不到就搶客戶！」員工盼主管帶人帶心。"
2025-05-16T11:27:05,"你沒做到的話，工作還要不要","責任額都快要三個月的薪水，還要被迫買商品","「業績沒做到？那你這份工作還要不要？」主管直接以飯碗相逼。","這該死的責任額都快是我三個月的薪水了！還要被強迫購買商品，天理何在！",7,9,7,1,6,9,9,7,8,8,73,"「沒做到，工作還要不要？」主管以工作權相逼。","「沒達標，還想不想要工作？」責任額逼近三個月薪水，員工被迫買單！"
2025-05-16T12:00:56,"負八證劵","公司的高層吃香喝辣，薪資動輒千萬以上，隨意的一句震怒…底下的第一線人員就得檔檔的IPO 百萬以上達標，出錢賠錢都不關他們的事…他們只管領錢，這種惡行主管機關還能縱容嗎","負八證券遭內部員工血淚控訴：公司高層吃香喝辣，年薪動輒千萬，僅憑一句「震怒」，就逼迫第一線人員為每檔IPO百萬以上業績目標賣命，出錢賠錢全由基層扛，高層只管領錢！","這種惡劣行徑，主管機關還要繼續縱容到什麼時候？我們的血汗不是讓他們這樣踐踏的！",9,10,8,1,7,9,9,9,9,9,84,"負八證券高層遭控：吃香喝辣，一句「震怒」逼基層扛百萬IPO。","負八證券高層吃香喝辣年薪千萬，一句「震怒」基層賠錢扛百萬IPO！"
2025-05-16T13:38:24,"被主管公開指責到底有沒有來上班","公司不是家𥚃 在公司大小聲是職場霸凌 金融業必須改革 既得利益者的共犯結構 希望像美國制度以客戶績效為導向 不是手續費為導向","主管竟在公開場合大聲斥責員工：「你到底有沒有來上班！」","公司不是你家！在公司對員工大呼小叫就是職場霸凌！金融業必須徹底改革，打破這種由既得利益者形成的共犯結構！我們期盼能像美國一樣，建立以客戶績效為導向，而非以手續費為導向的制度！",7,8,9,1,8,8,8,8,7,8,76,"主管公開斥責員工出勤：「到底有沒有來上班！」","「到底有沒有來上班？」主管公開羞辱，員工籲金融改革破除共犯結構！"
2025-05-16T14:47:01,"主管明示暗示責任額100%要達到 做不到就自己想辦法 檔檔破發之下沒有客戶要買 自掏腰包自己全部買了160萬 還被主管嘲諷：這樣的環境不適合你，你可以盡早離職","我自掏腰包全買100%，讓主管櫃管在總公司得到表揚，（主管還有另外的績效獎金） 還要被主管貶到豬狗不如 主管得了便宜還賣乖 左右為難是叫我去死嗎😭","主管明示暗示：「責任額100%必須達到，做不到就自己想辦法！」在檔檔IPO破發、客戶無意願購買的窘境下，員工自掏腰包160萬全數買下，竟還遭主管嘲諷：「這樣的環境不適合你，你可以盡早離職了！」","我拿出160萬的血汗錢，讓你風光在總公司得到表揚、領走額外的績效獎金，你回過頭卻把我貶得豬狗不如！得了便宜還賣乖，你這是要逼我去死嗎！",10,10,10,1,9,10,10,10,10,10,94,"員工自購160萬助主管達標，反遭嘲諷「不適合就離職」。","我買160萬讓你表揚，你卻罵我豬狗不如？主管得了便宜還賣乖！去死吧！"
2025-05-16T15:07:50,"長官：別人做得到為什麼你不行。曾經以-8為榮但我真的盡力了。","中年真的很難被公司氛圍弄得心力交瘁，一直懷疑人生。以為關關難過會關關過，壓力就是動力其實不然，壓力並不會成為動力只會成為你的病。然後你把這些壞情緒帶回家裡也直接影響到家庭變得心力交瘁，然後推薦的ETF檔檔破發愧對信任自己的客戶朋友，想說自己買能交代就好但每檔都破發比如-8發的免疫生技15元到現在的6.2...真的很難跟朋友交待。我不知道這病態的IPO責任額能否終結我只希望我推薦的ETF客戶能少賠點。","長官一句輕飄飄的：「別人做得到，為什麼你不行？」卻像千斤重擔壓垮了我。我真的盡力了，曾經也以公司為榮。","中年危機在公司高壓氛圍下被徹底引爆，心力交瘁到不斷懷疑人生。原以為壓力能化為動力，關關難過關關過，沒想到壓力只會變成病痛，更將負面情緒帶回家，拖垮了整個家庭。推薦的ETF檔檔破發，愧對信任我的客戶和朋友；想著自己買下來至少能有個交代，結果自己也慘賠（例如-8發行的免疫生技，從15元跌到現在的6.2元），真的不知道該如何面對他們。這病態的IPO責任額制度，到底什麼時候才能終結？我只卑微地期盼，我的客戶們能少賠一點。",10,9,8,1,6,10,9,9,9,9,84,"長官：「別人做得到，你為何不行？」員工已盡力，卻身心俱疲。","「別人做到你為何不行？」中年員工心力交瘁，壓力成病愧對客戶！"
2025-05-16T15:30:19,"做不到就要檢討為什麼別人做得到你做不到？","都已經達到妳訂的手收目標了 每個月要求300%400% 妳怎麼不自己做啊🙄","「做不到就要好好檢討！為什麼別人做得到，你就是做不到？」主管持續以比較方式施壓。","老娘每個月都已經達到妳訂下的手收目標了！妳還貪得無厭，每個月都要求做到300%、400%！妳這麼行，妳自己下來做啊！",7,8,7,1,6,8,9,7,8,8,73,"「做不到就檢討！為何別人行你不行？」主管無理要求。","已達手收目標，主管仍月月要求300%，員工怒：妳怎不自己做？"
2025-05-16T16:31:01,"一個月才出2件保單，妳以為妳很厲害嗎？","馬的⋯有事嗎？","「一個月才出2件保單？妳當自己很厲害是不是？」主管語帶尖酸，極盡嘲諷。","馬的！妳是有事嗎？講話需要這麼難聽、這麼刻薄？",5,7,8,1,8,7,7,7,6,8,68,"「一個月才2單，妳以為妳很厲害？」主管尖酸嘲諷。","「月出2單很厲害？」主管嘲諷，員工怒回：馬的有事嗎？"
2025-05-16T16:50:36,"找不到客戶就自己買一買，反正xx天後就可以出場了","公司給的投資專業培訓根本不夠，剛入行不到三個月就被理專同事當肥羊宰，糊里糊塗簽下信託總約，詢問用途時負責的理專同事眼神之鄙夷、答覆之簡短不耐，讓我忍不住心想「你對不了解信託的客戶也是這種嘴臉嗎？」試用期還沒過就要揹10萬元IPO責任額，當時我甚至連IPO是什麼都還完全不懂。各種被吃豆腐，明明職等不夠擔任的職務，硬被叫去做；內控不夠嚴謹，有一次分行間調度金幣實物，主管都先把調入的金幣拿給客戶了才叫經辦來點收，是點收個屁？然後月月IPO，做不到就直接在晨會一一點名公審，role play從來不事先告知練習哪一項產品，想到什麼就做什麼是要play個屁？然後因此表現不好就再鞭一頓，不教而殺。有些主管更明目張膽叫行員自掏腰包購買買足責任額，每次都是5-10萬不等，每次都只會說無關痛癢的「等到有賺再出場」。金融業盲目追求手收已經很久，我就想靠北我是銀行員，不是專賣保險的業務員，更不會因為收入還算可以，就隨時能吐出五萬、十萬。這個體制真的生病了，根本很少人真正為客戶的需求和權益著想，哪檔手收高就推那檔，還有一絲良心的從業人員遲早會被逼出一身病。","主管輕描淡寫指示：「找不到客戶？就自己買一買啊！反正幾天之後就可以出場了。」","新人血淚控訴：公司投資專業培訓嚴重不足，入行不到三個月就被資深理專當肥羊宰割，被迫簽下不明不白的信託合約，詢問時還遭鄙視！試用期未過就要背負10萬元IPO責任額，當時連IPO是什麼都搞不懂！職場上各種被吃豆腐，職等不夠卻硬被指派任務；內控渙散，金幣調度竟先給客戶再點收，簡直荒謬！月月IPO轟炸，做不到就在晨會被點名公審，隨機抽考產品演練，表現不好再遭鞭笞，完全是不教而殺！更有主管明目張膽逼迫行員自掏腰包5至10萬購買以補足責任額，只會輕飄飄說「有賺再出場」。金融業盲目追求手續費已久，我是銀行員，不是保險業務員，更不是隨時能吐出幾十萬的提款機！這體制病入膏肓，真正為客戶著想的良心員工，遲早被逼出一身病！",10,10,9,1,8,10,10,10,10,9,91,"主管：「找不到客戶就自己買，反正之後可以出場。」","「找不到客戶自己買！」新人入行即被宰，月月IPO公審，體制病入膏肓！"
2025-05-16T23:05:28,"定時定量的恐嚇強制交出業績 （ 壽險／基金） 證券 同事 都被迫接受 做不到的被要求信貸 沒完成責任額被主管說是‘’ 打混‘’ 說‘’銷售是業務的天職 ‘’ 金融犯罪不是只有詐騙行為 主管的恐嚇強制也是屬於一種金融犯罪 我現在終於懂了 在這家劵商做了24年營業員 默默承受了這麼多不該承受的壓力 為自己感到悲哀 以為工作就是要忍辱負重....... 就是為了生活要聽主管安排 今日的金融業證券公司是個‘’犯罪淫場‘’ 我看不到對營業員的尊重 只有疲勞轟炸式的詢問 什麼時候可以完成責任額？ 什麼時候可以交出業績？ 把辛苦賺來的錢 再被迫買單責任額虧損掉 看似光鮮亮麗的證券營業員 好像賺很多 實則虧不少 我們有苦難言...........","定時定量的恐嚇強制交出業績 （ 壽險／基金） 證券 同事 都被迫接受 做不到的被要求信貸 沒完成責任額被主管說是 打混 說銷售是業務的天職 金融犯罪不是只有詐騙行為 主管的恐嚇強制都是屬於一種金融犯罪 我現在終於懂了 在這家劵商做了24年營業員 默默承受了這麼多不該承受的壓力 為自己感到悲哀 以為工作就是要忍辱負重....... 就是為了生活要聽主管安排 今日的金融業證券公司是個‘’犯罪淫場‘’ 我看不到對營業員的尊重 只有疲勞轟炸式的詢問 什麼時候可以完成責任額？ 什麼時候可以交出業績？ 把辛苦賺來的錢 再被迫買單責任額虧損掉 看似光鮮亮麗的證券營業員 好像賺很多 實則虧不少 我們有苦難言...........","主管以「定時定量恐嚇」強迫員工交出壽險、基金業績，同事皆被迫接受；做不到就被要求去信貸，未完成責任額則被辱罵為「打混」，並被灌輸「銷售是業務的天職」。這種恐嚇與強制，已構成金融犯罪！今日的金融業證券公司，根本是個「犯罪淫場」！","24年了，我終於徹底看清！在這家券商，我默默承受了太多不該承受的壓力，為自己感到悲哀。過去總以為工作就是要忍辱負重，為了生活必須聽從主管的無理安排。我看不到對營業員絲毫的尊重，只有永無止境的疲勞轟炸式追問：「什麼時候可以完成責任額？什麼時候可以交出業績？」我們辛苦賺來的血汗錢，一再被迫投入那些注定虧損的責任額商品。外表看似光鮮亮麗的證券營業員，實則個個虧損不少，我們真的有苦難言！",10,10,9,1,9,10,10,10,10,10,93,"主管恐嚇強迫交業績、要求信貸，稱未達標為「打混」，公司如「犯罪淫場」。","24年老鳥血淚控訴：公司是「犯罪淫場」！主管恐嚇逼信貸，榨乾員工！"
2025-05-17T02:36:17,"OO證券OO分公司晨會 主管說：做不到責任額就是擺爛！打混！","我是從業24年OO證券營業員 24年前和公司簽的勞動契約是 證券期貨營業員 做受託買賣的工作 我不懂為何現在定時定量需要交出壽險ipo基金變成我的責任 沒有完成就是‘’擺爛打混‘’ 就被冠以‘銷售是營業員天職’的說辭 要求貸款達標 100%要完成責任額 並且額度一直提高 頻率也越密集 OO金控獲利王竟是員工血汗錢堆積出來的 真是可悲啊！","OO證券OO分公司主管在晨會上公開咆哮：「做不到責任額，就是擺爛！就是打混！」","我是一名在OO證券從業24年的營業員。24年前，我和公司簽訂的勞動契約明確我的職責是證券期貨受託買賣。我無法理解，為何現在定時定量交出壽險、IPO、基金的業績，竟成了我的「責任」？一旦沒有完成，就被貼上「擺爛打混」的標籤，並被灌輸「銷售是營業員天職」的荒謬說辭，甚至被要求貸款以達成100%的責任額！額度不斷提高，頻率日益密集，OO金控風光的獲利數字，竟是建立在我們這些基層員工的血汗之上，真是天大的悲哀！",9,10,9,1,8,9,10,9,9,9,86,"OO證券主管晨會公開指責：「做不到責任額就是擺爛！打混！」","「做不到就是擺爛！」24年OO證券營業員控訴：金控獲利王是員工血汗堆出來的！"
2025-05-17T02:40:08,"做不到不能公出，下班 回來開會 不分配自來戶 被叫進小房間","我是來上班賺錢的不是花錢買工作的 上面賺飽飽連經理人都不用包扣打","「業績做不到？那就別想公出！下班後回來開會！自來客也沒你的份！通通給我進小房間『檢討』！」主管祭出多重懲罰。","我是來上班賺錢的，不是來花錢買工作的！憑什麼上面那些人賺得腦滿腸肥，連經理級都不用扛責任額，所有的壓力卻都丟給我們這些小職員！",8,9,8,1,7,9,9,8,8,8,79,"「做不到就禁公出、留下開會、不給客戶、叫進小房間！」主管多重懲罰。","「做不到就留下開會、不給客戶！」員工怒：我是來賺錢不是花錢買工作！"
2025-05-17T02:45:53,"責任額什麼叫做責任額 只有營業員有責任 長官都沒有 簡直就是吸血的公司 沒有績效的投信也可以拼命的破發ETF 主管機關 圖利財團","ETF的回單應該是回到營業員身上 不是法人部","員工怒吼：「什麼叫做責任額？只有我們營業員有責任，那些長官們都沒有責任嗎？這簡直就是一家吸血公司！連沒有績效的投信都可以毫無顧忌地拼命發行那些破發的ETF，主管機關根本就是在圖利財團！」","ETF的回單憑什麼都回到法人部？這些明明應該是我們第一線營業員的業績！",7,9,7,1,7,8,8,9,7,8,75,"「責任額只有營業員有，長官沒有！吸血公司！主管機關圖利財團！」","吸血公司！責任額都小職員扛，長官沒事？怒轟主管機關圖利財團！"
2025-05-17T03:07:17,"特許的金融業 養出了一群特許的金融流氓主管 對於未完成責任額的營業員 在公司晨會月會等公開场合 拿著麥克風 大罵：‘’沒有羞恥心！‘’沒有榮譽感！‘’","特許的金融業 養出了一群特許的金融流氓主管 對於未完成責任額的營業員 大罵：‘’沒有羞恥心！‘’‘沒有榮譽感！""’ 職場文化惡劣至極 讓我身心疲憊","特許經營的金融業，竟養出了一群特許的「金融流氓主管」！對於未能完成責任額的營業員，他們竟在公司晨會、月會等公開場合，拿著麥克風聲嘶力竭地大罵：「沒有羞恥心！沒有榮譽感！」","這種特許的金融行業，養出來的卻是一群特許的流氓主管！他們對待未完成責任額的員工，動輒公開辱罵「沒有羞恥心！沒有榮譽感！」這種惡劣至極的職場文化，早已讓我身心俱疲！",7,9,10,1,9,9,9,10,9,10,86,"主管公開拿麥克風羞辱未達標員工：「沒有羞恥心！沒有榮譽感！」","金融流氓主管！公開拿麥克風羞辱員工：「沒羞恥心、沒榮譽感！」"
2025-05-17T04:26:42,"我就不相信，做那麼久的營業員了，連1張都賣不出去，以為你可以安心待退喔？","多點同理心，少用脅迫的方式發言","「我就不相信，你做了這麼久的營業員，會連1張都賣不出去？你以為你可以安安穩穩地待到退休嗎？」主管語帶譏諷與威脅。","拜託你們多一點同理心，少用這種充滿脅迫和壓力的語氣對我們說話好嗎！",7,8,8,1,7,8,8,7,8,8,74,"「做這麼久1張都賣不出？以為能安心待退？」主管脅迫資深員工。","「老鳥1張都賣不出？想安心待退？」主管脅迫，員工盼同理心。"
2025-05-17T04:37:08,"使命必達","主管不錯,但-8要求越來越多","「使命必達！」主管言簡意賅，卻如泰山壓頂，不容任何藉口。","我們主管其實人還不錯，但是公司（-8）的要求真的越來越多了，多到讓人喘不過氣來。",6,7,4,1,3,6,8,6,7,5,57,"「使命必達。」主管簡短指令，壓力山大。","「使命必達！」員工：主管不錯，但公司要求越來越多。"
2025-05-17T07:03:00,"基金募集、IPO下來，主管詢問是否有目標名單、後續要是目標客戶無意願，主管表示已將目標名單購買量納入，需再找或自行消化。","一年不知道幾檔，拿去買的金額都是至少幾個月的薪水。想不到銀行行員任職業務本業做好只有60分，考績看你的業績、業績達成100%不夠，大家都是120%，年度分配業績達成還是不夠，每月都要出單。可以去看看紅色公股銀行每間分行非理專行員一年背的業績有多高，人人百萬，放款職務業績更高，不含保險手續費收入需達幾百萬。本業斷層越來越嚴重，總行不檢討，而是各種人才全部給我去做理專賣保險！金管會看不到行員協銷，因為怕被抓改成客戶經營，全員行銷打電話，本業工作做不完，行銷電話打不完，打不完還要每週開會、忙到沒空開會簽到，到時候就讓你在全行面前分享如何經營推銷客戶買各種商品，每個人都有自己的客群名單，名單客戶不買單，想辦法拉關係讓客戶購買產品創造手續費收入，銀行業痛苦指數越來越高越來越可笑。你說業績高領的也多合理，營收創新高，獎金創新低，整包加起來領有6個月嗎？？？","主管指示：基金募集、IPO下來，若目標客戶無意願購買，其預估購買量已直接納入你的責任額，必須自行尋找其他客戶或自掏腰包消化！","一年下來不知道要硬吞多少檔IPO，每一檔都要花掉至少幾個月的薪水！銀行行員的本業做得再好也只有60分，考績全看金融商品業績，達成100%還不夠，別人都是120%起跳！年度業績分配就算達標也沒用，每個月都得出單！去看看那些紅色公股銀行，每間分行的非理專行員一年要背負多高的業績？人人百萬起跳，放款相關職務的業績目標更是天文數字，不含保險的手續費收入就要達到幾百萬！本業人才斷層日益嚴重，總行卻不思檢討，反而把所有人才都推去做理專賣保險！金管會對行員協銷視而不見，因為怕被抓到就改成所謂的「客戶經營」，實際上就是全員電話行銷！本業工作永遠做不完，行銷電話也永遠打不完，打不完就算了，每週還要開檢討會，忙到沒時間開會簽到，然後就在全行面前被逼著分享如何「經營推銷」客戶購買各種商品！每個人都有自己的客群名單，一旦名單上的客戶不買單，就得想方設法拉關係，讓客戶購買產品以創造手續費收入。銀行業的痛苦指數越來越高，也越來越荒謬可笑！你說業績高、獎金多才合理？現實是公司營收創新高，我們的獎金卻創新低，整包年終獎金加起來有6個月嗎？",10,10,8,1,7,10,10,9,9,9,87,"主管強迫員工自行消化未達標IPO，揭露銀行業績壓力黑洞。","「客戶不買你吞！」主管強迫員工消化IPO，揭公股銀行百萬業績黑幕！"
2025-05-17T07:47:04,"1.你們就完成你自己的目標 團隊是大家的 每張能多賺多少 你家人明天會發生什麼事你都不知道 錢要先存起來 2.你們若不完成 後線可能要被裁員 你們要讓他們被裁掉 3.沒完成的 你就不要請特休 我不會批 call報告每天交出來 業績不到的開始輪每日早會報告 4.你就去推 客人要讓他賺錢 這檔ETF多好你都不知道 你賣客戶會很感謝你 賺錢他錢就一直搬來 5.同事賣不出去自己買 最後酸你 賣給客戶才是厲害啦 你能自己買多久 像我賣多少出去 （自己不幫忙總扣打，在炫耀自己能力很夠）","業務不是不做 但老是叫我們買 都賠錢 做久也懶 主管眼光要放遠 帶人要帶心 自然出來幫你一起扛 公司有錢系統就提升一點 打仗槍炮都用爛的 能厲害到哪 別再用說極繁瑣的作業擾民  別再花錢買新聞","主管祭出五重話術壓迫：「1.完成目標是為家人存錢！2.不完成，後線同事恐被裁員！3.沒完成別想請特休，call客報告天天交，業績不到就每日早會報告！4.這檔ETF超棒，快去推，客戶賺錢會感謝你！5.（同事自購後遭酸）賣給客戶才厲害，你能自己買多久？看我賣多少！」主管自己卻不扛總目標。","我們不是不願意作業務，但公司老是逼我們買那些會賠錢的商品，做久了心也懶了！主管的眼光要放遠一點，帶人要帶心，員工自然會願意一起扛！公司有錢就不能提升一下系統嗎？給我們這些上戰場的士兵用些破銅爛鐵的武器，能打出什麼好成績？別再用那些極度繁瑣的作業流程來擾民，也別再花錢買那些虛假的業配新聞了！",9,10,9,1,8,9,10,9,9,9,86,"主管五重壓迫：情勒、威脅裁員、禁休、強迫推銷、嘲諷自購。","主管五大話術逼瘋員工：情勒、禁休、強推銷、還酸自購行為！"
2025-05-17T08:17:03,"男性主管喜好把笨蛋掛在嘴上","資深主管仗勢自己位高權重，喜歡把沒有的事，陳述給他人，說自己是受害者。原來這家公司都是這般照顧員工的","某男性主管遭控：經常將「笨蛋」掛在嘴邊，以此辱罵員工。","那位資深主管仗著自己位高權重，就喜歡無中生有、顛倒黑白，把所有過錯都推給別人，然後把自己塑造成無辜的受害者。原來這家公司就是用這種方式來「照顧」員工的，真是令人大開眼界！",6,7,8,1,9,7,7,7,6,8,70,"某男性主管愛罵「笨蛋！」","「笨蛋」成口頭禪！資深主管仗勢欺人，捏造事實反稱受害！"
